Business_ID,Business_Type,Industry_Sector,Years_in_Operation,Monthly_Revenue,Monthly_Expenses,Loan_Repayment_History,Outstanding_Debt,Cash_Flow_Stability_Score,GST_Filings,Supplier_Payment_Delay,Ecommerce_Sales_Volume,Digital_Invoice_Payment_Rate,Credit_Default_History,Business_Growth_Rate,Macroeconomic_Risk_Score,Social_Media_Sentiment,Regulatory_Compliance_Score,AI_Credit_Score,Month
BIZ_3,High-Risk Enterprise,Services,3,906618,1213191,Delayed,50290,74,9883893,18,7131,0.83,0,-0.35,63,0.31,90,437,May
BIZ_3,High-Risk Enterprise,Services,3,890499,1250572,Defaulted,50290,70,9883893,18,7131,0.83,0,-0.35,63,0.31,90,447,Jun
BIZ_4,High-Risk Enterprise,Manufacturing,11,2186194,1879647,Early Payment,388832,83,2764749,34,47674,0.95,0,-0.66,95,0.3,79,452,Jan
BIZ_4,High-Risk Enterprise,Manufacturing,11,2052144,1773752,Early Payment,388832,87,2764749,34,47674,0.95,0,-0.66,95,0.3,79,460,Feb
BIZ_4,High-Risk Enterprise,Manufacturing,11,2326876,1797890,Defaulted,388832,82,2764749,34,47674,0.95,0,-0.66,95,0.3,79,443,Mar
BIZ_4,High-Risk Enterprise,Manufacturing,11,2203380,1652420,Defaulted,388832,85,2764749,34,47674,0.95,0,-0.66,95,0.3,79,451,Apr
BIZ_4,High-Risk Enterprise,Manufacturing,11,2364528,1921782,Early Payment,388832,86,2764749,34,47674,0.95,0,-0.66,95,0.3,79,457,May
BIZ_4,High-Risk Enterprise,Manufacturing,11,2011796,1802761,Early Payment,388832,84,2764749,34,47674,0.95,0,-0.66,95,0.3,79,462,Jun
BIZ_5,MSME,E-commerce,14,3895800,284406,Early Payment,348805,60,6828926,3,25615,0.7,0,-7.27,98,0.15,78,691,Jan
BIZ_5,MSME,E-commerce,14,3640199,270283,Delayed,348805,61,6828926,3,25615,0.7,0,-7.27,98,0.15,78,755,Feb
BIZ_5,MSME,E-commerce,14,3244755,245602,Early Payment,348805,64,6828926,3,25615,0.7,0,-7.27,98,0.15,78,719,Mar
BIZ_5,MSME,E-commerce,14,3630914,248319,Early Payment,348805,61,6828926,3,25615,0.7,0,-7.27,98,0.15,78,738,Apr
BIZ_5,MSME,E-commerce,14,3233640,253005,Defaulted,348805,61,6828926,3,25615,0.7,0,-7.27,98,0.15,78,750,May
BIZ_5,MSME,E-commerce,14,3848494,240980,Early Payment,348805,59,6828926,3,25615,0.7,0,-7.27,98,0.15,78,689,Jun
BIZ_6,MSME,Tech,10,3262556,3359710,Defaulted,335098,92,4099453,4,36584,0.66,0,-2.52,84,0.12,70,632,Jan
BIZ_6,MSME,Tech,10,3271020,3273826,Early Payment,335098,92,4099453,4,36584,0.66,0,-2.52,84,0.12,70,635,Feb
BIZ_6,MSME,Tech,10,3299378,3348837,On Time,335098,91,4099453,4,36584,0.66,0,-2.52,84,0.12,70,587,Mar
BIZ_6,MSME,Tech,10,3096309,3214575,Defaulted,335098,94,4099453,4,36584,0.66,0,-2.52,84,0.12,70,633,Apr
BIZ_6,MSME,Tech,10,2994852,3531812,Delayed,335098,95,4099453,4,36584,0.66,0,-2.52,84,0.12,70,585,May
BIZ_6,MSME,Tech,10,2827375,3201605,On Time,335098,96,4099453,4,36584,0.66,0,-2.52,84,0.12,70,639,Jun
BIZ_7,High-Risk Enterprise,Tech,14,1579403,2643882,On Time,284890,85,9895586,0,36282,0.51,0,12.22,39,0.19,99,470,Jan
BIZ_7,High-Risk Enterprise,Tech,14,1591175,3010474,Early Payment,284890,82,9895586,0,36282,0.51,0,12.22,39,0.19,99,493,Feb
BIZ_7,High-Risk Enterprise,Tech,14,1592362,2910167,Delayed,284890,81,9895586,0,36282,0.51,0,12.22,39,0.19,99,459,Mar
BIZ_7,High-Risk Enterprise,Tech,14,1581006,2600383,On Time,284890,84,9895586,0,36282,0.51,0,12.22,39,0.19,99,484,Apr
BIZ_7,High-Risk Enterprise,Tech,14,1704930,2960596,Early Payment,284890,81,9895586,0,36282,0.51,0,12.22,39,0.19,99,464,May
BIZ_7,High-Risk Enterprise,Tech,14,1539085,2617653,On Time,284890,83,9895586,0,36282,0.51,0,12.22,39,0.19,99,483,Jun
BIZ_8,Startup,Retail,4,2322778,3752655,Early Payment,67990,62,7346813,3,670,0.91,0,1.65,71,0.25,62,415,Jan
BIZ_8,Startup,Retail,4,2059233,3902402,On Time,67990,60,7346813,3,670,0.91,0,1.65,71,0.25,62,438,Feb
BIZ_8,Startup,Retail,4,2119065,3540768,Early Payment,67990,59,7346813,3,670,0.91,0,1.65,71,0.25,62,441,Mar
BIZ_8,Startup,Retail,4,2002336,3915570,Defaulted,67990,61,7346813,3,670,0.91,0,1.65,71,0.25,62,433,Apr
BIZ_8,Startup,Retail,4,2047029,3957205,On Time,67990,61,7346813,3,670,0.91,0,1.65,71,0.25,62,439,May
BIZ_8,Startup,Retail,4,2009251,3616866,Early Payment,67990,60,7346813,3,670,0.91,0,1.65,71,0.25,62,426,Jun
BIZ_9,High-Risk Enterprise,Manufacturing,9,1690581,1784959,On Time,58810,85,3021989,11,32354,0.9,0,6.7,70,0.49,82,605,Jan
BIZ_9,High-Risk Enterprise,Manufacturing,9,1648544,2123790,Delayed,58810,86,3021989,11,32354,0.9,0,6.7,70,0.49,82,569,Feb
BIZ_9,High-Risk Enterprise,Manufacturing,9,1608034,1820098,On Time,58810,85,3021989,11,32354,0.9,0,6.7,70,0.49,82,566,Mar
BIZ_9,High-Risk Enterprise,Manufacturing,9,1674147,1780082,Early Payment,58810,82,3021989,11,32354,0.9,0,6.7,70,0.49,82,589,Apr
BIZ_9,High-Risk Enterprise,Manufacturing,9,1586938,2117869,Delayed,58810,89,3021989,11,32354,0.9,0,6.7,70,0.49,82,597,May
BIZ_9,High-Risk Enterprise,Manufacturing,9,1709486,1960813,Early Payment,58810,81,3021989,11,32354,0.9,0,6.7,70,0.49,82,601,Jun
BIZ_10,High-Risk Enterprise,E-commerce,13,4194924,1740791,On Time,118362,65,1084156,59,19388,0.55,0,5.07,98,0.56,66,576,Jan
BIZ_10,High-Risk Enterprise,E-commerce,13,4062903,2106371,On Time,118362,68,1084156,59,19388,0.55,0,5.07,98,0.56,66,528,Feb
BIZ_10,High-Risk Enterprise,E-commerce,13,4043924,1916324,Defaulted,118362,65,1084156,59,19388,0.55,0,5.07,98,0.56,66,567,Mar
BIZ_10,High-Risk Enterprise,E-commerce,13,4087238,1727683,Early Payment,118362,69,1084156,59,19388,0.55,0,5.07,98,0.56,66,539,Apr
BIZ_10,High-Risk Enterprise,E-commerce,13,3584461,1976995,Defaulted,118362,68,1084156,59,19388,0.55,0,5.07,98,0.56,66,568,May
BIZ_10,High-Risk Enterprise,E-commerce,13,3733639,2055766,Delayed,118362,62,1084156,59,19388,0.55,0,5.07,98,0.56,66,545,Jun
BIZ_11,High-Risk Enterprise,Retail,10,5143639,3223414,Early Payment,476513,86,3813543,26,13388,0.79,1,25.04,39,0.23,82,706,Jan
BIZ_11,High-Risk Enterprise,Retail,10,5220722,3351274,Defaulted,476513,84,3813543,26,13388,0.79,1,25.04,39,0.23,82,714,Feb
BIZ_11,High-Risk Enterprise,Retail,10,4989108,3218196,Early Payment,476513,83,3813543,26,13388,0.79,1,25.04,39,0.23,82,678,Mar
BIZ_11,High-Risk Enterprise,Retail,10,5277096,3423963,Early Payment,476513,84,3813543,26,13388,0.79,1,25.04,39,0.23,82,661,Apr
BIZ_11,High-Risk Enterprise,Retail,10,4619665,3166234,On Time,476513,86,3813543,26,13388,0.79,1,25.04,39,0.23,82,666,May
BIZ_11,High-Risk Enterprise,Retail,10,4732879,3407036,Defaulted,476513,81,3813543,26,13388,0.79,1,25.04,39,0.23,82,702,Jun
BIZ_12,High-Risk Enterprise,Services,9,2454658,161968,Early Payment,146295,69,9352267,55,29977,0.73,0,26.21,39,0.48,66,539,Jan
BIZ_12,High-Risk Enterprise,Services,9,2576926,154607,Delayed,146295,66,9352267,55,29977,0.73,0,26.21,39,0.48,66,509,Feb
BIZ_12,High-Risk Enterprise,Services,9,2597862,156517,Delayed,146295,67,9352267,55,29977,0.73,0,26.21,39,0.48,66,511,Mar
BIZ_12,High-Risk Enterprise,Services,9,2455476,175799,On Time,146295,67,9352267,55,29977,0.73,0,26.21,39,0.48,66,524,Apr
BIZ_12,High-Risk Enterprise,Services,9,2436077,152475,Delayed,146295,68,9352267,55,29977,0.73,0,26.21,39,0.48,66,506,May
BIZ_12,High-Risk Enterprise,Services,9,2400171,170013,Delayed,146295,69,9352267,55,29977,0.73,0,26.21,39,0.48,66,540,Jun
BIZ_13,MSME,Retail,2,1687681,2901738,Early Payment,465453,87,1303920,41,18989,0.56,0,9.72,89,0.41,93,589,Jan
BIZ_13,MSME,Retail,2,1460760,2779586,Delayed,465453,89,1303920,41,18989,0.56,0,9.72,89,0.41,93,576,Feb
BIZ_13,MSME,Retail,2,1718652,2864436,On Time,465453,92,1303920,41,18989,0.56,0,9.72,89,0.41,93,541,Mar
BIZ_13,MSME,Retail,2,1476322,2588737,On Time,465453,91,1303920,41,18989,0.56,0,9.72,89,0.41,93,562,Apr
BIZ_13,MSME,Retail,2,1535939,2606390,Early Payment,465453,86,1303920,41,18989,0.56,0,9.72,89,0.41,93,575,May
BIZ_13,MSME,Retail,2,1443163,2562400,Delayed,465453,90,1303920,41,18989,0.56,0,9.72,89,0.41,93,585,Jun
BIZ_14,High-Risk Enterprise,Retail,8,3422042,1342994,Delayed,133669,70,3208591,22,1017,0.99,0,3.21,80,0.27,78,738,Jan
BIZ_14,High-Risk Enterprise,Retail,8,3295674,1378397,Delayed,133669,69,3208591,22,1017,0.99,0,3.21,80,0.27,78,692,Feb
BIZ_14,High-Risk Enterprise,Retail,8,3509697,1354284,Early Payment,133669,67,3208591,22,1017,0.99,0,3.21,80,0.27,78,731,Mar
BIZ_14,High-Risk Enterprise,Retail,8,3263197,1383405,Early Payment,133669,69,3208591,22,1017,0.99,0,3.21,80,0.27,78,734,Apr
BIZ_14,High-Risk Enterprise,Retail,8,3307431,1376631,Defaulted,133669,70,3208591,22,1017,0.99,0,3.21,80,0.27,78,714,May
BIZ_14,High-Risk Enterprise,Retail,8,3560926,1304389,Defaulted,133669,72,3208591,22,1017,0.99,0,3.21,80,0.27,78,711,Jun
BIZ_15,Startup,Manufacturing,8,780654,1005495,Defaulted,196749,76,847852,24,10166,0.61,0,-5.73,50,0.11,68,509,Jan
BIZ_15,Startup,Manufacturing,8,762950,1145741,Defaulted,196749,75,847852,24,10166,0.61,0,-5.73,50,0.11,68,476,Feb
BIZ_15,Startup,Manufacturing,8,652710,1026357,On Time,196749,73,847852,24,10166,0.61,0,-5.73,50,0.11,68,484,Mar
BIZ_15,Startup,Manufacturing,8,731352,982316,Early Payment,196749,72,847852,24,10166,0.61,0,-5.73,50,0.11,68,512,Apr
BIZ_15,Startup,Manufacturing,8,754213,1169027,Early Payment,196749,69,847852,24,10166,0.61,0,-5.73,50,0.11,68,499,May
BIZ_15,Startup,Manufacturing,8,659284,1021723,Early Payment,196749,72,847852,24,10166,0.61,0,-5.73,50,0.11,68,472,Jun
BIZ_16,MSME,Services,7,2250999,2529416,On Time,264803,64,9645226,20,29604,0.53,0,28.14,37,0.52,77,640,Jan
BIZ_16,MSME,Services,7,2471695,2368679,Early Payment,264803,67,9645226,20,29604,0.53,0,28.14,37,0.52,77,626,Feb
BIZ_16,MSME,Services,7,2553085,2667303,On Time,264803,66,9645226,20,29604,0.53,0,28.14,37,0.52,77,637,Mar
BIZ_16,MSME,Services,7,2586489,2606989,Delayed,264803,67,9645226,20,29604,0.53,0,28.14,37,0.52,77,638,Apr
BIZ_16,MSME,Services,7,2587847,2384038,On Time,264803,65,9645226,20,29604,0.53,0,28.14,37,0.52,77,637,May
BIZ_16,MSME,Services,7,2451895,2500800,Delayed,264803,68,9645226,20,29604,0.53,0,28.14,37,0.52,77,624,Jun
BIZ_17,Startup,Retail,8,2164973,3936609,Early Payment,86516,85,5396990,57,7082,0.8,0,-7.59,94,0.72,84,363,Jan
BIZ_17,Startup,Retail,8,2208122,3676335,Early Payment,86516,81,5396990,57,7082,0.8,0,-7.59,94,0.72,84,343,Feb
BIZ_17,Startup,Retail,8,1968407,3575547,Delayed,86516,86,5396990,57,7082,0.8,0,-7.59,94,0.72,84,364,Mar
BIZ_17,Startup,Retail,8,1962711,3916490,On Time,86516,84,5396990,57,7082,0.8,0,-7.59,94,0.72,84,353,Apr
BIZ_17,Startup,Retail,8,2007944,3702945,Delayed,86516,89,5396990,57,7082,0.8,0,-7.59,94,0.72,84,363,May
BIZ_17,Startup,Retail,8,2284006,3885663,Early Payment,86516,86,5396990,57,7082,0.8,0,-7.59,94,0.72,84,367,Jun
BIZ_18,Startup,E-commerce,14,2279343,3430552,On Time,74567,89,7028655,51,39204,0.87,1,1.91,59,0.3,73,524,Jan
BIZ_18,Startup,E-commerce,14,2438718,3313678,Defaulted,74567,84,7028655,51,39204,0.87,1,1.91,59,0.3,73,496,Feb
BIZ_18,Startup,E-commerce,14,2458718,3733880,Defaulted,74567,85,7028655,51,39204,0.87,1,1.91,59,0.3,73,505,Mar
BIZ_18,Startup,E-commerce,14,2689195,3774161,Delayed,74567,85,7028655,51,39204,0.87,1,1.91,59,0.3,73,525,Apr
BIZ_18,Startup,E-commerce,14,2357964,3899362,Early Payment,74567,89,7028655,51,39204,0.87,1,1.91,59,0.3,73,489,May
BIZ_18,Startup,E-commerce,14,2715044,3427454,On Time,74567,85,7028655,51,39204,0.87,1,1.91,59,0.3,73,493,Jun
BIZ_19,Startup,E-commerce,3,277116,97890,Early Payment,277181,71,9596418,23,18162,0.52,0,1.92,78,0.22,84,432,Jan
BIZ_19,Startup,E-commerce,3,265294,102503,Early Payment,277181,71,9596418,23,18162,0.52,0,1.92,78,0.22,84,429,Feb
BIZ_19,Startup,E-commerce,3,233017,91459,Delayed,277181,71,9596418,23,18162,0.52,0,1.92,78,0.22,84,448,Mar
BIZ_19,Startup,E-commerce,3,241983,104907,On Time,277181,68,9596418,23,18162,0.52,0,1.92,78,0.22,84,422,Apr
BIZ_19,Startup,E-commerce,3,277682,102255,Delayed,277181,72,9596418,23,18162,0.52,0,1.92,78,0.22,84,432,May
BIZ_19,Startup,E-commerce,3,279009,106265,On Time,277181,66,9596418,23,18162,0.52,0,1.92,78,0.22,84,426,Jun
BIZ_20,Startup,Tech,13,1590966,31239,On Time,126498,55,9300891,24,17099,0.83,0,2.82,38,0.9,78,717,Jan
BIZ_20,Startup,Tech,13,1461465,31574,Defaulted,126498,54,9300891,24,17099,0.83,0,2.82,38,0.9,78,688,Feb
BIZ_20,Startup,Tech,13,1512812,33072,Defaulted,126498,56,9300891,24,17099,0.83,0,2.82,38,0.9,78,709,Mar
BIZ_20,Startup,Tech,13,1667672,33020,Delayed,126498,57,9300891,24,17099,0.83,0,2.82,38,0.9,78,702,Apr
BIZ_20,Startup,Tech,13,1561598,30648,On Time,126498,54,9300891,24,17099,0.83,0,2.82,38,0.9,78,705,May
BIZ_20,Startup,Tech,13,1698629,31349,Delayed,126498,54,9300891,24,17099,0.83,0,2.82,38,0.9,78,755,Jun
BIZ_21,MSME,Services,6,3860947,3230656,Early Payment,177810,77,1921367,44,10041,0.77,0,-3.43,46,0.35,98,345,Jan
BIZ_21,MSME,Services,6,4058889,3311213,On Time,177810,78,1921367,44,10041,0.77,0,-3.43,46,0.35,98,356,Feb
BIZ_21,MSME,Services,6,3757277,3292847,Early Payment,177810,73,1921367,44,10041,0.77,0,-3.43,46,0.35,98,364,Mar
BIZ_21,MSME,Services,6,3662937,3036150,Delayed,177810,78,1921367,44,10041,0.77,0,-3.43,46,0.35,98,338,Apr
BIZ_21,MSME,Services,6,3659208,3129528,Defaulted,177810,77,1921367,44,10041,0.77,0,-3.43,46,0.35,98,373,May
BIZ_21,MSME,Services,6,3597890,3410784,Delayed,177810,75,1921367,44,10041,0.77,0,-3.43,46,0.35,98,370,Jun
BIZ_22,MSME,Services,1,1851959,2671063,Delayed,497181,52,3472863,54,23570,0.55,0,21.33,98,0.3,74,896,Jan
BIZ_22,MSME,Services,1,1946095,3210878,Delayed,497181,55,3472863,54,23570,0.55,0,21.33,98,0.3,74,852,Feb
BIZ_22,MSME,Services,1,1881745,2932121,On Time,497181,51,3472863,54,23570,0.55,0,21.33,98,0.3,74,887,Mar
BIZ_22,MSME,Services,1,1779752,2758821,Defaulted,497181,51,3472863,54,23570,0.55,0,21.33,98,0.3,74,840,Apr
BIZ_22,MSME,Services,1,1758967,3067115,Delayed,497181,52,3472863,54,23570,0.55,0,21.33,98,0.3,74,863,May
BIZ_22,MSME,Services,1,1881021,2757077,On Time,497181,51,3472863,54,23570,0.55,0,21.33,98,0.3,74,870,Jun
BIZ_23,Startup,Tech,7,4213986,4124791,Defaulted,464894,68,2999033,45,45248,0.59,0,-5.1,87,0.87,75,382,Jan
BIZ_23,Startup,Tech,7,3783339,3498565,Early Payment,464894,63,2999033,45,45248,0.59,0,-5.1,87,0.87,75,371,Feb
BIZ_23,Startup,Tech,7,3705406,3890870,Delayed,464894,63,2999033,45,45248,0.59,0,-5.1,87,0.87,75,362,Mar
BIZ_23,Startup,Tech,7,4024778,3805005,Defaulted,464894,63,2999033,45,45248,0.59,0,-5.1,87,0.87,75,377,Apr
BIZ_23,Startup,Tech,7,3709293,3951206,Delayed,464894,65,2999033,45,45248,0.59,0,-5.1,87,0.87,75,354,May
BIZ_23,Startup,Tech,7,4051075,3447691,On Time,464894,68,2999033,45,45248,0.59,0,-5.1,87,0.87,75,387,Jun
BIZ_24,Startup,Retail,1,2959357,1369966,Defaulted,12109,89,1678315,31,21233,0.78,0,15.4,86,0.84,86,881,Jan
BIZ_24,Startup,Retail,1,2922425,1396730,On Time,12109,89,1678315,31,21233,0.78,0,15.4,86,0.84,86,873,Feb
BIZ_24,Startup,Retail,1,2971983,1242845,On Time,12109,84,1678315,31,21233,0.78,0,15.4,86,0.84,86,892,Mar
BIZ_24,Startup,Retail,1,3062006,1417601,On Time,12109,82,1678315,31,21233,0.78,0,15.4,86,0.84,86,865,Apr
BIZ_24,Startup,Retail,1,3354777,1416614,Early Payment,12109,83,1678315,31,21233,0.78,0,15.4,86,0.84,86,855,May
BIZ_24,Startup,Retail,1,2987864,1284882,Defaulted,12109,86,1678315,31,21233,0.78,0,15.4,86,0.84,86,869,Jun
BIZ_25,MSME,Services,9,906474,2699399,Early Payment,284154,85,7527210,54,44535,0.65,0,-5.05,91,0.5,99,640,Jan
BIZ_25,MSME,Services,9,878063,2746267,Delayed,284154,88,7527210,54,44535,0.65,0,-5.05,91,0.5,99,652,Feb
BIZ_25,MSME,Services,9,854253,2334648,Delayed,284154,86,7527210,54,44535,0.65,0,-5.05,91,0.5,99,662,Mar
BIZ_25,MSME,Services,9,914522,2406219,Early Payment,284154,81,7527210,54,44535,0.65,0,-5.05,91,0.5,99,656,Apr
BIZ_25,MSME,Services,9,947556,2406954,Delayed,284154,84,7527210,54,44535,0.65,0,-5.05,91,0.5,99,679,May
BIZ_25,MSME,Services,9,818344,2562906,Delayed,284154,81,7527210,54,44535,0.65,0,-5.05,91,0.5,99,672,Jun
BIZ_26,MSME,E-commerce,1,3446051,1727112,Delayed,270931,66,8398852,31,4629,0.97,1,-7.18,81,0.54,69,912,Jan
BIZ_26,MSME,E-commerce,1,3794740,1449203,On Time,270931,69,8398852,31,4629,0.97,1,-7.18,81,0.54,69,888,Feb
BIZ_26,MSME,E-commerce,1,3522125,1598873,Delayed,270931,70,8398852,31,4629,0.97,1,-7.18,81,0.54,69,884,Mar
BIZ_26,MSME,E-commerce,1,3290517,1629006,Defaulted,270931,67,8398852,31,4629,0.97,1,-7.18,81,0.54,69,862,Apr
BIZ_26,MSME,E-commerce,1,3191600,1538464,Delayed,270931,64,8398852,31,4629,0.97,1,-7.18,81,0.54,69,871,May
BIZ_26,MSME,E-commerce,1,3404177,1510404,Defaulted,270931,69,8398852,31,4629,0.97,1,-7.18,81,0.54,69,920,Jun
BIZ_27,MSME,E-commerce,1,340422,2684280,Delayed,239472,75,6193073,4,17619,0.91,0,26.38,90,0.3,63,797,Jan
BIZ_27,MSME,E-commerce,1,330055,2906801,Defaulted,239472,74,6193073,4,17619,0.91,0,26.38,90,0.3,63,799,Feb
BIZ_27,MSME,E-commerce,1,347482,2656022,Defaulted,239472,75,6193073,4,17619,0.91,0,26.38,90,0.3,63,837,Mar
BIZ_27,MSME,E-commerce,1,352606,2933412,Early Payment,239472,78,6193073,4,17619,0.91,0,26.38,90,0.3,63,829,Apr
BIZ_27,MSME,E-commerce,1,352277,2756895,Defaulted,239472,79,6193073,4,17619,0.91,0,26.38,90,0.3,63,786,May
BIZ_27,MSME,E-commerce,1,324004,3190934,Delayed,239472,76,6193073,4,17619,0.91,0,26.38,90,0.3,63,779,Jun
BIZ_28,High-Risk Enterprise,Manufacturing,7,3086102,1939591,Defaulted,139544,81,1449590,35,12292,0.99,0,-2.39,69,0.17,78,391,Jan
BIZ_28,High-Risk Enterprise,Manufacturing,7,3111675,2025931,On Time,139544,79,1449590,35,12292,0.99,0,-2.39,69,0.17,78,377,Feb
BIZ_28,High-Risk Enterprise,Manufacturing,7,3307130,1920052,Delayed,139544,79,1449590,35,12292,0.99,0,-2.39,69,0.17,78,370,Mar
BIZ_28,High-Risk Enterprise,Manufacturing,7,3037863,2159252,Defaulted,139544,83,1449590,35,12292,0.99,0,-2.39,69,0.17,78,391,Apr
BIZ_28,High-Risk Enterprise,Manufacturing,7,3322872,1956487,On Time,139544,84,1449590,35,12292,0.99,0,-2.39,69,0.17,78,370,May
BIZ_28,High-Risk Enterprise,Manufacturing,7,3065503,2014656,Early Payment,139544,79,1449590,35,12292,0.99,0,-2.39,69,0.17,78,378,Jun
BIZ_29,High-Risk Enterprise,Services,2,4222816,2296950,Early Payment,246183,58,5466645,45,8666,0.63,0,22.85,67,0.62,87,357,Jan
BIZ_29,High-Risk Enterprise,Services,2,3795153,2694403,Delayed,246183,59,5466645,45,8666,0.63,0,22.85,67,0.62,87,358,Feb
BIZ_29,High-Risk Enterprise,Services,2,4329379,2543927,Early Payment,246183,62,5466645,45,8666,0.63,0,22.85,67,0.62,87,328,Mar
BIZ_29,High-Risk Enterprise,Services,2,3786004,2431122,Delayed,246183,57,5466645,45,8666,0.63,0,22.85,67,0.62,87,353,Apr
BIZ_29,High-Risk Enterprise,Services,2,4226932,2323121,Delayed,246183,58,5466645,45,8666,0.63,0,22.85,67,0.62,87,334,May
BIZ_29,High-Risk Enterprise,Services,2,4211783,2472394,On Time,246183,62,5466645,45,8666,0.63,0,22.85,67,0.62,87,351,Jun
BIZ_30,High-Risk Enterprise,Retail,14,3285042,1139808,On Time,154455,91,5729905,41,7326,0.98,0,11.79,72,0.19,80,428,Jan
BIZ_30,High-Risk Enterprise,Retail,14,3727234,1141747,Delayed,154455,89,5729905,41,7326,0.98,0,11.79,72,0.19,80,422,Feb
BIZ_30,High-Risk Enterprise,Retail,14,3777072,1252131,On Time,154455,96,5729905,41,7326,0.98,0,11.79,72,0.19,80,452,Mar
BIZ_30,High-Risk Enterprise,Retail,14,3401496,1238487,Delayed,154455,98,5729905,41,7326,0.98,0,11.79,72,0.19,80,450,Apr
BIZ_30,High-Risk Enterprise,Retail,14,3585989,1136815,Defaulted,154455,90,5729905,41,7326,0.98,0,11.79,72,0.19,80,412,May
BIZ_30,High-Risk Enterprise,Retail,14,3770418,1163472,On Time,154455,93,5729905,41,7326,0.98,0,11.79,72,0.19,80,448,Jun
BIZ_31,Startup,Tech,5,116556,820265,Early Payment,323853,95,3145529,48,38030,0.72,0,-6.89,92,0.5,73,691,Jan
BIZ_31,Startup,Tech,5,125818,889528,Early Payment,323853,94,3145529,48,38030,0.72,0,-6.89,92,0.5,73,724,Feb
BIZ_31,Startup,Tech,5,124350,800545,Defaulted,323853,100,3145529,48,38030,0.72,0,-6.89,92,0.5,73,686,Mar
BIZ_31,Startup,Tech,5,109230,745898,Defaulted,323853,92,3145529,48,38030,0.72,0,-6.89,92,0.5,73,686,Apr
BIZ_31,Startup,Tech,5,107031,779953,On Time,323853,94,3145529,48,38030,0.72,0,-6.89,92,0.5,73,695,May
BIZ_31,Startup,Tech,5,113113,799822,Defaulted,323853,94,3145529,48,38030,0.72,0,-6.89,92,0.5,73,661,Jun
BIZ_32,High-Risk Enterprise,Tech,8,2242564,3341434,Delayed,463001,59,5540107,41,49458,0.67,0,28.22,48,0.95,92,353,Jan
BIZ_32,High-Risk Enterprise,Tech,8,2342248,3441597,On Time,463001,60,5540107,41,49458,0.67,0,28.22,48,0.95,92,381,Feb
BIZ_32,High-Risk Enterprise,Tech,8,2543456,3776012,Early Payment,463001,58,5540107,41,49458,0.67,0,28.22,48,0.95,92,373,Mar
BIZ_32,High-Risk Enterprise,Tech,8,2675912,3807121,On Time,463001,63,5540107,41,49458,0.67,0,28.22,48,0.95,92,367,Apr
